PatientID,Name,SSN,PhoneNumber,Email,InsuranceID,Gender,DateOfBirth,Age,Diagnosis,TreatmentPlan,Medications,LabResults,Allergies,LastVisitDate,DoctorAssigned,Notes,DataDeletionRequested
299,Melanie Mclaughlin,311-50-2439,5802813600,pfrancis@example.com,oeb-5370663,Male,1927-08-16,86,Obesity,Loss say range feeling.,"Lisinopril, Atorvastatin","{""WBC"": 10816.1, ""Hgb"": 15.0, ""Platelets"": 364.4, ""Glucose"": 128.1}",Latex,2025-11-22,Robert Chapman,Pm task manage decide them glass among theory wall five.,False
300,Jimmy Gillespie,652-34-3268,+1-217-737-3595,williamsruben@example.net,OSe-6608485,Male,1987-09-15,56,Obesity,Across fill weight star class.,"Lisinopril, Hydrochlorothiazide, Metformin","{""WBC"": 9366.9, ""Hgb"": 13.6, ""Platelets"": 248.5, ""Glucose"": 121.7}",Pollen,2025-07-09,Colleen Malone,Weight floor bed particular traditional middle instead fact true purpose.,False
301,Stephen Brown,102-57-7712,949-867-8822x58633,mccarthyjohn@example.com,KLP-3377661,Other,1972-06-10,98,Arthritis,Institution sister teacher.,"Atorvastatin, Simvastatin","{""WBC"": 6305.2, ""Hgb"": 12.5, ""Platelets"": 366.7, ""Glucose"": 71.7}",Peanuts,2026-02-27,Reginald Graham,Good after place economy radio cost military individual.,True
302,Jason Johnson,160-86-4296,492.965.0322x90391,philliphale@example.org,fxg-1330190,Other,1984-10-17,86,Obesity,Next low compare though similar whom.,Albuterol,"{""WBC"": 6427.7, ""Hgb"": 14.7, ""Platelets"": 345.4, ""Glucose"": 105.3}",Pollen,2026-01-27,Kevin Strong,Dark boy crime miss with country image authority.,False
303,Kenneth Garrett,783-72-4493,001-765-237-2344x00057,reesemorgan@example.org,LUP-0677526,Female,2018-10-21,3,COPD,Former contain available operation increase.,"Gabapentin, Simvastatin","{""WBC"": 9423.0, ""Hgb"": 16.2, ""Platelets"": 355.4, ""Glucose"": 114.1}",Penicillin,2025-05-26,Troy Davis,Eat light offer near clear significant wall get small.,True
304,Jamie Carlson,397-06-3466,9349684383,johnsanchez@example.net,xoz-0287211,Other,1945-10-12,5,COPD,Bad can another.,"Hydrochlorothiazide, Levothyroxine, Lisinopril","{""WBC"": 6624.0, ""Hgb"": 16.2, ""Platelets"": 231.2, ""Glucose"": 108.7}",Shellfish,2026-01-15,Maria Simmons,Reach person speak discuss pick population Republican.,True
305,Michael Martinez,688-19-8619,(832)797-1802,vgonzales@example.org,oGD-9643986,Other,1943-01-18,65,Obesity,Himself miss data course too learn.,"Hydrochlorothiazide, Levothyroxine, Metformin","{""WBC"": 5592.1, ""Hgb"": 15.4, ""Platelets"": 171.8, ""Glucose"": 75.7}",None,2025-04-25,Christopher Castillo,Heavy they Democrat dinner well audience much expect nice fine consider blue set.,True
306,Richard Adams,356-91-9635,001-785-733-8705,alyssadavis@example.org,jTU-8725755,Male,1936-02-20,34,Diabetes,Mean camera sure avoid his.,"Gabapentin, Simvastatin, Atorvastatin","{""WBC"": 5249.3, ""Hgb"": 16.6, ""Platelets"": 383.3, ""Glucose"": 71.3}",Pollen,2025-11-02,Joseph Ashley,President total dinner admit believe because manage thus professor middle movie quite.,False
307,Ashlee Christensen,557-56-8343,+1-578-836-1119x8488,eric68@example.net,KBT-4049185,Male,1992-03-05,41,Asthma,Wear success just treatment home plan.,"Atorvastatin, Levothyroxine, Simvastatin","{""WBC"": 6063.7, ""Hgb"": 15.8, ""Platelets"": 285.5, ""Glucose"": 111.4}",Shellfish,2026-01-23,Elizabeth Thompson,Head worry business care option level impact parent attention sport approach grow.,True
308,Donna Payne,562-43-5700,929.713.5674x164,thomas79@example.org,bgw-2051926,Male,1942-05-18,62,Asthma,Item media itself ask air involve age.,"Simvastatin, Albuterol, Amlodipine","{""WBC"": 9711.1, ""Hgb"": 15.3, ""Platelets"": 301.4, ""Glucose"": 76.5}",None,2025-08-30,Martha Parker,Region have meeting newspaper drive class pretty rock.,False
309,Mary Ray,768-97-5260,001-583-445-8177x39386,wwilliams@example.org,PqQ-7105751,Female,1971-11-30,83,Hypertension,Meet figure article.,"Atorvastatin, Simvastatin","{""WBC"": 9300.8, ""Hgb"": 15.1, ""Platelets"": 385.6, ""Glucose"": 99.5}",Penicillin,2025-12-25,Alvin Johnson,So morning fly them yet population worker why near health.,False
310,Elizabeth Hansen,019-31-6485,698-211-9493x6202,clintonramirez@example.org,MXM-7746230,Other,1999-09-03,40,Diabetes,Air adult likely against father.,Metformin,"{""WBC"": 9628.7, ""Hgb"": 12.2, ""Platelets"": 286.8, ""Glucose"": 70.7}",Shellfish,2025-03-31,William Munoz,Deep good increase decade anyone produce quickly.,False
311,Mallory Evans,747-78-2513,800.903.9827x54298,nhernandez@example.com,BOo-0315009,Other,1942-09-07,57,COPD,Writer state trial director education event.,Simvastatin,"{""WBC"": 4245.7, ""Hgb"": 17.1, ""Platelets"": 188.9, ""Glucose"": 137.4}",Shellfish,2025-03-18,Patricia Shelton,Any race describe seat stage political serve respond draw dog administration idea.,True
312,David Chavez,352-32-2988,679.354.7648x1650,christine23@example.net,yAV-9876919,Other,1981-10-01,87,Migraine,Stop power talk camera.,"Gabapentin, Hydrochlorothiazide","{""WBC"": 9923.9, ""Hgb"": 13.0, ""Platelets"": 261.0, ""Glucose"": 96.9}",Latex,2025-09-05,Lauren Williamson MD,Structure either part collection blue race stuff worry inside brother never.,True
313,Antonio Lara,307-70-2140,212.903.7122,sean49@example.com,Rfe-7979366,Female,1972-03-22,95,Hypothyroidism,Provide option radio last environment real suddenly.,"Atorvastatin, Metformin, Lisinopril","{""WBC"": 6060.0, ""Hgb"": 15.2, ""Platelets"": 214.5, ""Glucose"": 128.9}",Latex,2025-11-19,Melvin Pena,Republican whether federal yard threat fast participant.,False
314,Christopher Phillips,391-22-9651,223-815-0670,hatfieldjennifer@example.net,gHY-6157170,Other,1998-04-07,16,COPD,Public during grow town detail.,"Amlodipine, Gabapentin, Lisinopril","{""WBC"": 6669.9, ""Hgb"": 15.0, ""Platelets"": 237.0, ""Glucose"": 71.7}",Shellfish,2025-12-06,Robert Copeland,Their really recognize operation medical break prove experience develop off cost condition air see.,True
315,Dalton Johnson,634-42-7314,220-214-8931,andrew04@example.com,fxP-6294220,Male,1966-01-07,33,Depression,Guy across establish station war something personal.,"Atorvastatin, Levothyroxine","{""WBC"": 4589.4, ""Hgb"": 14.4, ""Platelets"": 306.7, ""Glucose"": 74.8}",Penicillin,2025-10-28,Tina Mathis,Century provide its newspaper break stuff fast image place few very consider.,False
316,Christy Grant,123-43-5968,289.266.5776,odonnellstacy@example.net,tpg-7760965,Other,1973-08-29,64,Depression,Relate form end both.,Omeprazole,"{""WBC"": 7202.5, ""Hgb"": 13.9, ""Platelets"": 205.1, ""Glucose"": 113.0}",Penicillin,2025-08-21,Michael Mayer,Rock hit record customer adult door base see.,False
317,Shane Powers,151-35-1225,(846)448-0324x377,hdaniel@example.org,Din-8420062,Other,2017-09-14,86,Obesity,By prepare evening might.,"Omeprazole, Levothyroxine","{""WBC"": 5084.7, ""Hgb"": 17.4, ""Platelets"": 220.2, ""Glucose"": 108.2}",None,2026-01-08,Michael Lin,Follow as to size college southern culture these avoid edge last charge.,False
318,John Callahan,230-07-3905,(414)873-1101x588,zwhite@example.com,eVl-9403404,Other,2024-03-01,43,Asthma,Price she possible stand.,"Atorvastatin, Amlodipine, Gabapentin","{""WBC"": 4078.9, ""Hgb"": 16.2, ""Platelets"": 218.2, ""Glucose"": 125.5}",Pollen,2025-07-22,Lauren Chavez,Forget executive agency fast human know begin choice such attorney subject answer current.,False
319,Dustin Cuevas,347-88-2861,618.355.4993,robin89@example.org,hHD-9434578,Other,1988-05-12,80,Arthritis,Drive rather their court some poor human.,Simvastatin,"{""WBC"": 10567.1, ""Hgb"": 14.4, ""Platelets"": 268.5, ""Glucose"": 97.4}",Pollen,2025-09-30,Eric Ruiz,Brother action might ago idea guess.,True
320,Bobby Thornton,131-50-8708,(593)815-3011,lori68@example.org,YfN-2147821,Female,2009-02-27,10,COPD,Current must high.,Omeprazole,"{""WBC"": 5210.0, ""Hgb"": 15.4, ""Platelets"": 289.0, ""Glucose"": 137.6}",Latex,2025-11-14,Nicole Hogan,Early third majority check huge wonder offer.,True
321,Monica Dalton,710-04-7746,001-586-547-4973x91958,ruizkathleen@example.com,fHj-0944243,Female,2010-03-03,40,COPD,Throughout activity child million use night head.,"Metformin, Lisinopril","{""WBC"": 10504.1, ""Hgb"": 15.3, ""Platelets"": 350.4, ""Glucose"": 111.4}",Latex,2026-02-13,Heather Turner,Customer rise too concern early culture economic rather PM west.,True
322,Paul Robles,672-66-8523,293-372-0131x8503,emily85@example.net,fAt-7919278,Male,1959-11-12,2,Asthma,Water pick citizen which create process.,Atorvastatin,"{""WBC"": 10549.6, ""Hgb"": 17.0, ""Platelets"": 212.5, ""Glucose"": 75.9}",Latex,2025-12-20,Hunter Davis,Child discover share tough item staff.,True
323,Nicholas King,305-38-1771,(373)745-5397x414,smithcolleen@example.net,zyN-0510749,Female,2000-09-19,54,Hypertension,From why player question talk section.,Metformin,"{""WBC"": 10443.9, ""Hgb"": 15.4, ""Platelets"": 374.2, ""Glucose"": 84.8}",Pollen,2025-10-27,Keith Hawkins,Church college suggest television paper bit.,False
324,Marcus Hughes,267-15-1478,001-916-573-7364x66007,danielle43@example.org,axe-1383978,Other,2025-02-19,9,Migraine,Issue small morning program budget by.,"Lisinopril, Omeprazole","{""WBC"": 4324.6, ""Hgb"": 12.4, ""Platelets"": 289.9, ""Glucose"": 80.8}",Shellfish,2025-04-20,William Rhodes,Floor dark environment usually color perform notice.,False
325,Taylor Byrd,151-35-1851,256.622.5590x7626,gloriacollins@example.com,SAO-9225942,Other,1995-01-14,10,Anxiety,Congress kitchen any weight community.,"Gabapentin, Levothyroxine, Hydrochlorothiazide","{""WBC"": 10037.3, ""Hgb"": 14.7, ""Platelets"": 221.4, ""Glucose"": 71.9}",Latex,2025-10-17,Alan Mason,Structure picture ahead occur to rather for exactly represent both.,False
326,Preston Singleton,761-58-1061,+1-354-501-7855x6359,dawn17@example.org,iBI-2058913,Female,1958-01-04,21,Arthritis,Against call every everybody price hotel where.,"Lisinopril, Hydrochlorothiazide","{""WBC"": 8894.4, ""Hgb"": 17.1, ""Platelets"": 308.4, ""Glucose"": 118.9}",Penicillin,2026-02-14,Andrea Garrison,East sort election remain interesting behavior recently interest against.,False
327,Bradley Richardson,786-41-0802,870.403.0958,anthonyowens@example.com,McI-8683090,Female,2006-12-05,47,Arthritis,More up both director left our ago.,Albuterol,"{""WBC"": 6533.6, ""Hgb"": 15.7, ""Platelets"": 352.2, ""Glucose"": 74.2}",Latex,2025-03-26,Theresa Cook,Court single wish medical will different south apply today.,False
328,Kelly Owens,414-55-8772,790-413-8460x183,christopher53@example.net,DVd-0891806,Other,1946-10-13,8,Hypothyroidism,Responsibility population teach month pattern bed.,"Omeprazole, Atorvastatin, Hydrochlorothiazide","{""WBC"": 7407.2, ""Hgb"": 16.0, ""Platelets"": 397.0, ""Glucose"": 138.5}",Penicillin,2025-12-28,Kimberly Brown,Improve instead above three green Republican increase man open truth someone analysis.,True
329,Jonathan Russell,041-92-4240,204-775-5899,tracyhorne@example.com,EPc-6793227,Female,1970-07-09,17,Migraine,Worker win newspaper chair.,"Metformin, Atorvastatin","{""WBC"": 8816.9, ""Hgb"": 15.3, ""Platelets"": 268.0, ""Glucose"": 108.5}",Pollen,2025-04-29,Sherry Mcpherson,Actually cover yes sound risk hot voice voice instead blue try result trip.,False
330,Diana Williams,025-45-7703,001-510-516-8321x6019,qford@example.net,FTM-9399699,Other,1965-03-10,22,COPD,North bank hour improve.,"Simvastatin, Amlodipine","{""WBC"": 5315.2, ""Hgb"": 12.1, ""Platelets"": 300.7, ""Glucose"": 116.1}",Latex,2025-06-14,Ross Robinson,Guess home technology good soldier set give system he.,True
331,Dylan Quinn,363-70-8874,8905851884,omoore@example.org,MSD-9183267,Male,1946-11-01,80,Arthritis,Both prevent tax agree set forward thought outside.,"Gabapentin, Metformin","{""WBC"": 9209.8, ""Hgb"": 15.5, ""Platelets"": 344.9, ""Glucose"": 132.4}",Latex,2025-10-24,Stephanie Hill,Fight special community land manage store picture town green project available you fight.,False
332,Michael Gomez,690-72-8180,697-411-3045,nancyscott@example.org,rYX-2911787,Female,1957-01-05,2,Depression,Brother avoid remain read series.,"Hydrochlorothiazide, Simvastatin","{""WBC"": 7056.8, ""Hgb"": 15.0, ""Platelets"": 301.5, ""Glucose"": 114.4}",None,2025-09-26,Michelle Scott,Certain participant beyond billion magazine have allow.,False
333,Jesse Zimmerman,320-55-5507,(230)931-1619x6566,gilbert83@example.com,EQP-6360995,Male,1994-06-06,60,Depression,Skin sign law court just our.,"Atorvastatin, Hydrochlorothiazide","{""WBC"": 7386.7, ""Hgb"": 16.2, ""Platelets"": 255.2, ""Glucose"": 136.8}",Pollen,2025-04-09,Lauren Murray,Watch voice education modern at establish group news world official operation reach.,True
334,Philip Hicks,884-51-0638,968-800-1794,ashley79@example.net,Jzu-6366731,Male,1990-01-27,16,Depression,Respond pressure itself free seek rate off.,"Omeprazole, Albuterol, Amlodipine","{""WBC"": 9232.7, ""Hgb"": 14.8, ""Platelets"": 188.4, ""Glucose"": 77.0}",Penicillin,2025-03-25,Larry Turner,Throughout one project important quite various nation itself myself friend.,True
335,Patricia Green,165-02-6081,597-291-0255x613,baileylaura@example.net,axT-5890504,Female,1950-10-20,8,Hypothyroidism,Shoulder food nation by risk many federal.,"Amlodipine, Simvastatin, Albuterol","{""WBC"": 9847.9, ""Hgb"": 14.4, ""Platelets"": 235.8, ""Glucose"": 77.1}",Penicillin,2025-03-16,Allison Prince,Throughout must can project employee letter surface.,True
336,Michael Stevens,374-07-0061,939-255-0129x338,patrickrodriguez@example.net,pwA-2536667,Male,1942-07-08,66,Arthritis,Attention ok book machine tree.,Simvastatin,"{""WBC"": 4834.2, ""Hgb"": 13.6, ""Platelets"": 351.5, ""Glucose"": 138.4}",Peanuts,2025-05-05,Ryan Griffin,Couple floor radio great authority trip election song production.,False
337,Meagan Williams,762-24-3708,001-373-970-6269x98277,smithkevin@example.com,UBe-7294641,Other,1975-02-02,46,Asthma,Herself work music.,"Levothyroxine, Albuterol, Hydrochlorothiazide","{""WBC"": 8775.6, ""Hgb"": 15.4, ""Platelets"": 385.9, ""Glucose"": 74.7}",Peanuts,2025-07-17,Timothy Marsh,Cell central strong experience family enter church especially science government difficult place guy.,True
338,Eddie Clark,176-02-0045,6267745944,barbara93@example.org,vmH-1890595,Other,2001-03-20,48,Asthma,Various when voice.,"Levothyroxine, Atorvastatin","{""WBC"": 6189.4, ""Hgb"": 13.1, ""Platelets"": 224.4, ""Glucose"": 100.1}",None,2025-08-19,Chris Mcintyre,Find particular law marriage take finish job entire and we fill subject none.,False
339,Christopher Davis,410-39-6178,656-406-4241x59656,christine70@example.org,BXi-2835244,Female,1987-05-13,36,Anxiety,Southern before drop accept west partner.,"Gabapentin, Levothyroxine","{""WBC"": 9820.2, ""Hgb"": 12.5, ""Platelets"": 389.0, ""Glucose"": 136.1}",Latex,2026-02-02,Bailey Knox,Yes fact science fear idea other cultural approach bad court could but.,True
340,Stephanie Porter,130-30-3151,(865)225-2164,griffinrebecca@example.com,VHu-8519664,Other,1956-02-27,50,Hypertension,Amount apply Mrs town second.,Hydrochlorothiazide,"{""WBC"": 9108.0, ""Hgb"": 17.5, ""Platelets"": 170.5, ""Glucose"": 110.5}",Latex,2026-02-18,William Smith,Go material occur ready current light for.,False
341,Mrs. Rachel Gilmore,203-93-2434,(575)219-4721,carrie89@example.net,wRX-4432391,Other,2008-01-07,47,COPD,Police interest system bed most piece.,"Hydrochlorothiazide, Amlodipine","{""WBC"": 6409.7, ""Hgb"": 15.9, ""Platelets"": 308.3, ""Glucose"": 138.3}",None,2025-03-07,Sarah Alvarez,Century child natural society house friend find already beautiful magazine federal hot positive.,False
342,John Chapman,515-51-3563,3505009558,adam74@example.net,FGw-0344869,Male,1963-03-06,36,Anxiety,Treatment certain or law.,"Simvastatin, Lisinopril","{""WBC"": 6343.9, ""Hgb"": 13.8, ""Platelets"": 192.8, ""Glucose"": 91.1}",Penicillin,2025-03-10,Kylie Ortiz,Certain dream station military last various indeed human do maintain according teach.,False
343,Caroline Boyd,534-75-5577,967-383-1810x2926,uwinters@example.com,wtS-2807483,Other,1953-07-15,77,Arthritis,Thing no public deal.,"Albuterol, Metformin, Gabapentin","{""WBC"": 4619.8, ""Hgb"": 14.6, ""Platelets"": 392.3, ""Glucose"": 134.7}",Pollen,2025-06-05,Leroy Hanson,Recognize shoulder someone entire entire itself line challenge body have court minute.,False
344,John Mendoza,599-59-2980,(409)807-2967x83121,roliver@example.org,wbV-5347389,Female,1930-08-05,17,Depression,Join firm how heavy water activity good.,"Amlodipine, Atorvastatin","{""WBC"": 6761.1, ""Hgb"": 14.6, ""Platelets"": 395.3, ""Glucose"": 92.9}",Latex,2025-04-14,James Warren,Wide particularly apply entire old ok allow.,True
345,Steven Diaz,365-29-8554,+1-485-453-8493x21867,jared38@example.com,oUT-1633539,Female,1927-08-12,7,Migraine,Relate of car type good development your.,"Amlodipine, Albuterol","{""WBC"": 7068.5, ""Hgb"": 15.5, ""Platelets"": 352.7, ""Glucose"": 116.7}",Latex,2025-04-04,Richard Briggs,Clearly culture stock quickly mission positive.,False
346,Emily Lewis,082-71-1623,001-608-886-6034x607,fbarnett@example.net,wDo-4804483,Other,1971-06-24,99,Migraine,Cost decide science need former white that push.,"Levothyroxine, Amlodipine","{""WBC"": 7604.0, ""Hgb"": 15.2, ""Platelets"": 310.5, ""Glucose"": 103.5}",Pollen,2025-09-02,Nathan Gay,Month always every much ask throughout important week easy south artist finally special.,True
347,Jeffrey Garcia,575-25-4528,627-611-9445x47013,jacksonhannah@example.net,NVt-6286312,Male,1944-10-01,27,Arthritis,Including enter government safe.,Omeprazole,"{""WBC"": 6214.9, ""Hgb"": 15.3, ""Platelets"": 154.4, ""Glucose"": 112.1}",Penicillin,2025-11-26,John Hayes,Visit who purpose national inside weight run development very involve within issue.,True
348,William Luna,199-14-4768,462-476-2657x79253,smiller@example.com,tDk-6753311,Male,1930-10-04,75,Hypertension,Sign final though on also.,"Omeprazole, Albuterol","{""WBC"": 6372.7, ""Hgb"": 17.0, ""Platelets"": 256.2, ""Glucose"": 76.2}",Pollen,2026-01-31,Scott Meyer,Cell new season consider sell term blood drug finally.,False
349,Ryan Anderson,005-39-4501,(224)725-4786,kathleenaguirre@example.net,IQW-5859795,Female,1964-04-11,61,Depression,Law economic matter smile.,"Albuterol, Hydrochlorothiazide","{""WBC"": 6887.0, ""Hgb"": 15.6, ""Platelets"": 332.3, ""Glucose"": 71.8}",None,2025-09-14,William Lamb,Kid product beyond nice environment whatever there professional say certainly development one.,False
350,Nicole Ray,128-63-5046,(676)813-9705,mary35@example.org,nHf-0230841,Other,1994-05-07,36,Diabetes,Need manager million season.,Atorvastatin,"{""WBC"": 8939.6, ""Hgb"": 12.5, ""Platelets"": 381.6, ""Glucose"": 114.3}",None,2025-11-08,Joshua Sexton,Else western traditional society guy baby yet enter hot experience although main.,False
351,Richard Howard,468-83-7509,384-906-6646x996,jeannecampos@example.com,TYM-0547392,Male,1995-02-25,53,Hypothyroidism,Change everyone call exist game remain.,Metformin,"{""WBC"": 6314.2, ""Hgb"": 15.7, ""Platelets"": 349.5, ""Glucose"": 86.6}",Latex,2025-12-02,Jennifer Smith,Phone section purpose outside ground watch break guy different cultural standard book.,True
352,David Gonzalez,119-72-2630,+1-927-290-9153x01329,james51@example.com,bND-3591183,Other,1954-07-15,85,Migraine,Health message little spend street.,Lisinopril,"{""WBC"": 10639.2, ""Hgb"": 15.5, ""Platelets"": 321.9, ""Glucose"": 114.3}",Penicillin,2025-11-05,Anne Sullivan,Condition network bank game just black media.,False
353,Cheryl Wright PhD,767-31-2117,918.726.9707x1431,lawrencejohnny@example.com,LgX-7990065,Female,1964-08-20,37,Arthritis,Social professional him talk box improve century.,"Omeprazole, Gabapentin, Metformin","{""WBC"": 6407.7, ""Hgb"": 12.2, ""Platelets"": 231.9, ""Glucose"": 125.5}",Pollen,2025-04-21,Michael Austin,May system home memory Republican research almost stuff leave game break class pick.,False
354,Glenn Cantu Jr.,286-63-6240,776.436.8824x6758,kristina01@example.com,ntW-0837434,Other,2007-10-20,61,Arthritis,Boy certain news.,"Albuterol, Amlodipine, Hydrochlorothiazide","{""WBC"": 10249.3, ""Hgb"": 16.2, ""Platelets"": 328.3, ""Glucose"": 73.2}",Penicillin,2025-10-10,Mr. Larry Moore,Treatment coach little like deep fly yeah music soldier good however operation interview.,True
355,Joseph Alvarez,690-78-9953,671.325.1237,christensenkevin@example.net,AkM-1834222,Female,2022-10-05,54,Obesity,In event professor care.,"Atorvastatin, Lisinopril, Amlodipine","{""WBC"": 7156.0, ""Hgb"": 15.8, ""Platelets"": 319.3, ""Glucose"": 139.0}",Pollen,2025-05-01,Toni Hoover,Pick risk short administration role piece we.,False
356,Scott Sanchez,786-25-1375,760.991.7002x5126,haley46@example.net,Cdh-2545012,Other,1934-11-22,67,Arthritis,Republican new ready contain factor example.,"Metformin, Albuterol","{""WBC"": 10263.1, ""Hgb"": 15.5, ""Platelets"": 328.2, ""Glucose"": 96.2}",None,2025-07-25,Joshua Williams,Oil region serve environmental particularly issue artist however campaign.,False
357,Deborah Smith,740-65-8267,+1-631-248-9912x7799,westbrian@example.net,mwN-5537134,Male,1961-06-16,29,Asthma,Treat party plan pattern their.,Metformin,"{""WBC"": 6360.2, ""Hgb"": 16.1, ""Platelets"": 299.2, ""Glucose"": 109.4}",Pollen,2025-08-07,Dylan Ramsey,Purpose couple where already among join himself husband owner degree set hospital.,True
358,Aaron Roman,698-42-1032,001-348-219-2202x197,mary95@example.com,VBF-9240584,Male,1995-09-02,91,Obesity,Hospital reduce friend check guy face.,"Levothyroxine, Lisinopril","{""WBC"": 7345.1, ""Hgb"": 12.4, ""Platelets"": 193.4, ""Glucose"": 73.2}",Latex,2025-07-28,Jennifer Anderson,Kid laugh wait rise walk attorney analysis serious follow near.,True
359,Hayden Lewis,734-29-0758,(742)811-9523x305,wbrown@example.org,JAu-5938447,Female,1969-11-25,55,Depression,Save speech national focus drop act yeah.,Albuterol,"{""WBC"": 9466.4, ""Hgb"": 12.2, ""Platelets"": 238.6, ""Glucose"": 95.6}",None,2025-04-23,Emily Jackson,Your return become produce so professional middle door sort fish point see style white.,True
360,Edward Burton MD,334-13-7861,228-371-6784x43714,collin92@example.com,jnE-6682835,Female,2022-09-20,79,Migraine,Personal appear government and billion knowledge.,Amlodipine,"{""WBC"": 4041.1, ""Hgb"": 14.2, ""Platelets"": 208.4, ""Glucose"": 106.3}",Peanuts,2025-04-21,Michelle Nguyen,Site young question four born after.,False
361,Tyler Brown,218-79-6394,001-634-929-2676x014,ygarcia@example.com,OHu-2660849,Other,1990-10-07,81,Obesity,After each together decide animal.,"Amlodipine, Gabapentin, Metformin","{""WBC"": 7614.6, ""Hgb"": 14.8, ""Platelets"": 382.9, ""Glucose"": 111.6}",None,2025-12-20,Jennifer Brown,Camera light kid economy appear build look animal daughter plan responsibility more production.,True
362,Levi Wells,833-39-6214,995-249-5752x898,ryanmayer@example.com,Rnq-3464185,Female,1984-10-20,69,Obesity,Serious wear TV travel.,"Metformin, Amlodipine, Albuterol","{""WBC"": 10468.6, ""Hgb"": 14.5, ""Platelets"": 313.6, ""Glucose"": 98.8}",None,2026-02-19,Alexis Ramos,Generation range physical sort east sell personal subject wish carry history attack.,False
363,Gregory Charles,576-44-5088,8553904989,jenniferwagner@example.org,LJC-0727021,Other,1952-03-27,49,Arthritis,Truth agency very old pay occur measure market.,"Atorvastatin, Hydrochlorothiazide, Amlodipine","{""WBC"": 7921.5, ""Hgb"": 12.5, ""Platelets"": 252.0, ""Glucose"": 110.7}",Pollen,2025-04-12,Kathryn Rodriguez,Enough the three property onto difference white beyond.,True
364,Ms. Stephanie Hunter,315-77-3410,(218)254-6339,jason70@example.org,eXs-4168721,Other,1987-11-20,27,Obesity,Politics thus him our ever.,"Albuterol, Gabapentin","{""WBC"": 8004.2, ""Hgb"": 13.6, ""Platelets"": 379.8, ""Glucose"": 83.0}",None,2025-08-09,Eric Oliver,Maintain watch however thing couple quickly race blue.,True
365,Nicole Davis,212-41-2459,699.490.5810,michael92@example.net,XAZ-2384493,Other,1985-07-05,24,Asthma,Improve democratic writer film.,"Simvastatin, Omeprazole","{""WBC"": 7608.4, ""Hgb"": 13.2, ""Platelets"": 364.2, ""Glucose"": 106.5}",Latex,2025-12-09,Margaret Clark,Majority end stop into fall do very.,False
366,Mr. Brandon Burgess,526-39-2693,+1-533-775-1070x4254,kwilson@example.com,dEV-3510920,Male,1963-04-13,40,Hypothyroidism,Lay until heart center behind plant media.,"Albuterol, Amlodipine","{""WBC"": 6974.5, ""Hgb"": 16.9, ""Platelets"": 290.3, ""Glucose"": 102.6}",Pollen,2026-03-02,Jonathon Cummings,Majority business own explain art ground statement decade operation color event onto.,False
367,Justin White,370-20-8936,777-242-1018,rodriguezkelly@example.com,lmQ-4148265,Female,1985-08-19,91,Hypothyroidism,She perform government floor area training bar.,Simvastatin,"{""WBC"": 7480.2, ""Hgb"": 17.1, ""Platelets"": 193.8, ""Glucose"": 115.2}",Latex,2025-06-19,Marissa Pratt,Human risk simple line either something structure evidence spend just certain.,False
368,John Arnold,384-74-5362,445-753-3033,ryanfrost@example.org,lEA-7093007,Other,1969-05-02,29,Anxiety,Near you up which.,Gabapentin,"{""WBC"": 7390.0, ""Hgb"": 15.2, ""Platelets"": 186.1, ""Glucose"": 129.6}",Penicillin,2025-11-02,Christopher Hernandez DDS,Author fund speak media brother sit range best natural police series rate city.,False
369,James Vance,522-23-9792,001-926-524-0716x96078,myersleslie@example.org,Zud-5811511,Other,2007-01-16,13,Arthritis,Any expert sport adult.,Atorvastatin,"{""WBC"": 5437.8, ""Hgb"": 15.1, ""Platelets"": 254.2, ""Glucose"": 134.5}",Peanuts,2026-03-01,Christine Foster,Full my themselves share fact coach single effect project recent paper become.,True
370,Meredith Lewis,653-50-2610,273.985.1874x16586,vbradford@example.com,Svp-2134660,Other,1946-04-05,85,Asthma,Property country any baby.,"Hydrochlorothiazide, Gabapentin, Simvastatin","{""WBC"": 4883.9, ""Hgb"": 12.6, ""Platelets"": 252.5, ""Glucose"": 116.7}",Peanuts,2025-04-22,Austin Hale,Say concern last contain memory half identify city example hundred receive first financial.,False
371,Melissa Sexton,100-45-6480,254-404-4969x672,estephenson@example.net,zEL-2972334,Female,1956-06-04,57,Anxiety,All drive four will then building.,Levothyroxine,"{""WBC"": 5733.1, ""Hgb"": 12.1, ""Platelets"": 290.1, ""Glucose"": 132.2}",Pollen,2025-11-16,Tanya Stafford,Plan everything allow financial result green he front common people machine.,False
372,Jeffrey Martinez,264-76-0085,237-424-4859,ramosmichele@example.org,Oiq-0191426,Female,2017-09-21,90,Hypothyroidism,Notice realize white debate under expect now plant.,"Omeprazole, Simvastatin, Amlodipine","{""WBC"": 8149.9, ""Hgb"": 12.7, ""Platelets"": 338.3, ""Glucose"": 133.6}",None,2025-08-07,Ryan Marquez,Effort movie claim production deep manage Congress.,False
373,Deborah Smith,220-66-7691,+1-989-549-2603,andre54@example.com,zTC-8523441,Male,1997-03-03,34,Arthritis,Week rate water sometimes story that run.,Metformin,"{""WBC"": 7510.7, ""Hgb"": 14.9, ""Platelets"": 174.5, ""Glucose"": 102.3}",Peanuts,2025-05-07,Jose Kerr,Three industry south back natural whom role charge sign.,True
